gene,prevalence_hoa2,mean_log1p_cpm_hoa2,dispersion_hoa2,prevalence_hoa3,mean_log1p_cpm_hoa3,dispersion_hoa3,dispersion_pct_hoa2,dispersion_pct_hoa3,control_dispersion_score,in_prespecified_panel,selected_order
F8,0.2655800575263648,0.3033864722475835,1.0649223307831661,0.30000000000000066,0.3355977960763789,1.0364007940753628,0.9884417808219178,0.9868721461187214,0.9876569634703196,False,178
FAM107A,0.1390220517737295,0.15286441276079787,1.2838757308688862,0.24605263157894788,0.22709020318190012,0.9370793918796289,0.9965753424657534,0.9563356164383562,0.9764554794520548,False,226
FAM184A,0.11121764141898376,0.09100532691265018,1.0069935804008687,0.11973684210526328,0.09936465247479216,0.9188700162360987,0.978453196347032,0.9392123287671232,0.9588327625570776,False,295
FAN1,0.12272291466922346,0.10457157230626513,1.0233807896929044,0.11447368421052642,0.09745696464348726,0.9471634618860867,0.9827340182648402,0.9623287671232876,0.972531392694064,False,246
FBLN2,0.3413231064237773,0.429139466628858,1.1337316751071822,0.23157894736842152,0.2771075375319385,1.1870251451736802,0.9932933789954338,0.995148401826484,0.9942208904109588,False,147
FILIP1,0.47363374880153575,0.5821056391542911,0.9262247611122443,0.3921052631578957,0.47153814582612913,0.9796786511996668,0.9404965753424658,0.9748858447488584,0.957691210045662,False,299
FILIP1L,0.20038350910834035,0.20213712682871943,1.0723437617318656,0.2855263157894743,0.2881763436378613,0.9454620433916676,0.9890125570776256,0.9610445205479452,0.9750285388127854,False,233
FIS1,0.7411313518696127,0.9618925367628172,0.47887834756359765,0.7013157894736776,0.8691393304514733,0.5374653146354879,0.04180936073059361,0.05807648401826484,0.049942922374429224,True,104
FKBP8,0.5608820709491881,0.5733709483551314,0.6025704940761831,0.43552631578947476,0.41779167137994117,0.7197618111097069,0.09032534246575342,0.22417237442922375,0.1572488584474886,True,79
FLT1,0.8168744007670251,1.3183772945183023,0.5055648442750734,0.7776315789473588,1.1500172216307312,0.5298108137167464,0.048373287671232876,0.055365296803652965,0.051869292237442924,True,102
FMO2,0.19558964525407388,0.19429841974407258,1.0322613682554065,0.18815789473684244,0.23014224213682946,1.2418475301901026,0.9840182648401826,0.9964326484018264,0.9902254566210045,False,169
FUT8,0.12655800575263668,0.11551530139115253,1.0314865675296179,0.11184210526315799,0.10237092837261638,1.0187813307769267,0.9838755707762558,0.9848744292237442,0.984375,False,192
GABARAP,0.23777564717161884,0.19311070936603045,0.7774055780269493,0.23684210526315838,0.19631040864750193,0.7876943965514348,0.459046803652968,0.4992865296803653,0.47916666666666663,True,43
GABARAPL2,0.7075743048897464,0.8559482983380376,0.5141384189139327,0.6710526315789419,0.8081929558362254,0.5414986439102253,0.05037100456621005,0.06007420091324201,0.055222602739726026,True,101
GABPA,0.33940556088207063,0.3069418011658188,0.7850573939225324,0.332894736842106,0.29835236425009876,0.7759877840406826,0.4981449771689498,0.4383561643835616,0.4682505707762557,True,45
GABRB2,0.2569511025886849,0.25328408356052734,0.9494512600192943,0.15921052631578972,0.15683605648814358,1.0534840153480933,0.9579052511415526,0.9885844748858448,0.9732448630136987,False,244
GADD45G,0.29721955896452446,0.3089725775370231,0.9456470101080509,0.296052631578948,0.34331317475647816,1.1157965089204551,0.9553367579908676,0.992865296803653,0.9741010273972603,False,239
GBP1,0.2444870565675919,0.22820658171236136,0.9386230740358668,0.23684210526315838,0.22739101423251315,0.9914991873184649,0.9504851598173516,0.978167808219178,0.9643264840182648,False,274
GCNT2,0.12176414189837015,0.1067004598762393,1.0174420726987585,0.11578947368421064,0.09813991541688877,0.9314681089282646,0.9811643835616438,0.9514840182648402,0.966324200913242,False,269
GIGYF1,0.17833173537871458,0.13329931647998072,0.7657847056971865,0.1750000000000003,0.1413759212317013,0.8577119154641049,0.4078196347031963,0.8142123287671232,0.6110159817351598,True,31
GIGYF2,0.34515819750719057,0.3084678798297944,0.7758836641017908,0.3197368421052639,0.2779421757666233,0.7514282995590509,0.4520547945205479,0.3251997716894977,0.3886272831050228,True,55
GPRC5A,0.10162991371045067,0.09561845369854624,1.0490401113172036,0.11447368421052642,0.10634449282556817,1.041798136556956,0.9861586757990868,0.9873002283105022,0.9867294520547945,False,181
GPRC5B,0.17929050814956787,0.16413746586658085,0.9679764343092971,0.2210526315789478,0.20921524919206072,0.9432378507860681,0.9658961187214612,0.9596175799086758,0.9627568493150684,False,279
GPX4,0.7727708533077723,1.1779201321308908,0.49721115423238665,0.7249999999999924,0.982212586413928,0.5347183438903076,0.04666095890410959,0.056934931506849314,0.05179794520547945,True,103
H19,0.23873441994247213,0.32825157269640615,1.4742556465495902,0.21842105263157938,0.32874244219884374,1.7058748797427508,0.9984303652968036,0.9997146118721462,0.9990724885844748,False,123
HBEGF,0.3384467881112173,0.3818406280102837,1.0123549089072468,0.3868421052631588,0.4687129776197256,1.0255763202260315,0.9797374429223744,0.985587899543379,0.9826626712328768,False,201
HES1,0.6903163950143866,1.3023383988582005,0.940085691091416,0.6013157894736815,1.08604630641886,1.0807726217102747,0.951769406392694,0.9910102739726028,0.9713898401826484,False,249
HIF1A,0.507190795781402,0.544023584935163,0.7138935295875094,0.5565789473684201,0.7012086108663076,0.8001160212401697,0.22659817351598174,0.5639269406392694,0.3952625570776256,True,54
HLA-DQA1,0.18120805369127446,0.15678628136951514,1.1307535323150302,0.15921052631578972,0.14779801985392169,1.0306472035035616,0.9931506849315068,0.9861586757990868,0.9896546803652968,False,173
HMOX1,0.16970278044103493,0.1795819478835834,1.2442370148447175,0.26184210526315843,0.37952033963076054,1.4790092170795184,0.9958618721461188,0.9984303652968036,0.9971461187214612,False,132
HSPD1,0.650047938638547,0.7755044186583573,0.5803301986631805,0.6776315789473627,0.8436018181015936,0.5762349705821762,0.07734018264840183,0.07534246575342465,0.07634132420091325,True,97
HSPE1,0.6701821668264668,0.8197390541601306,0.5988387867282262,0.6789473684210469,0.8858464574360267,0.6182854666309057,0.08789954337899543,0.09703196347031963,0.09246575342465753,True,92
HTRA2,0.26270373921380485,0.20938531917529496,0.7126007912525898,0.25263157894736893,0.19580870556067428,0.7115605566003952,0.22345890410958905,0.2040525114155251,0.2137557077625571,True,71
ICAM1,0.40556088207094987,0.5282899239236799,1.101906970413182,0.6157894736842072,1.108898642546776,1.0025117587883874,0.9917237442922374,0.9817351598173516,0.9867294520547945,True,5
ICAM4,0.2291466922339392,0.23743022737151762,1.0338649984020907,0.16315789473684236,0.15544005196876146,1.0442903261163714,0.9843036529680366,0.9877283105022832,0.9860159817351599,False,183
IER3,0.4707574304889758,0.6885810411219225,1.1530123641297667,0.57236842105263,0.8373772336960207,1.0649836543669404,0.9940068493150684,0.9894406392694064,0.9917237442922374,False,163
IFIT1,0.1380632790028762,0.12426491465484288,1.0161784881705,0.185526315789474,0.17478042096744903,1.0045517144083715,0.980736301369863,0.9824486301369864,0.9815924657534247,False,208
IFIT2,0.1409395973154361,0.12306643025633131,0.9429143941728716,0.17105263157894765,0.15848306186502714,1.0447483231024008,0.9536244292237442,0.98787100456621,0.9707477168949772,False,252
IFIT3,0.18120805369127446,0.1569143099113072,0.9215491767812046,0.21710526315789516,0.20335326471971316,0.9948850118570712,0.934931506849315,0.9793093607305936,0.9571204337899544,False,300
IFT88,0.14860977948226245,0.1224137801614267,0.9707549265704045,0.13289473684210543,0.1126469787118764,0.9622893307366727,0.9674657534246576,0.968607305936073,0.9680365296803652,False,262
IGFBP5,0.13422818791946303,0.16093461451551508,1.577531982637698,0.1039473684210527,0.14039164994945144,1.6586345278997563,0.9987157534246576,0.9994292237442922,0.9990724885844748,False,124
IKBKB,0.3000958772770844,0.2714552345775592,0.805024546705703,0.34342105263157974,0.32782900093229256,0.8326688833949598,0.5891837899543378,0.7193207762557078,0.6542522831050228,True,27
IL32,0.37392138063279023,0.5039529703542748,1.271611744461386,0.3500000000000008,0.44193579675325306,1.1639520136669221,0.9964326484018264,0.9942922374429224,0.9953624429223744,False,143
INF2,0.23202301054649907,0.19054497613226495,0.8030916282818201,0.2513157894736847,0.19947668777231423,0.7469789056548498,0.579337899543379,0.3092180365296804,0.4442779680365297,True,48
INHBB,0.2080536912751667,0.23016393160389556,1.1101706883244808,0.14078947368421071,0.14367089013768117,1.116198265566756,0.9922945205479452,0.99300799086758,0.9926512557077626,False,155
INMT,0.12847555129434327,0.11915976679183476,0.9888435645246666,0.167105263157895,0.15297996050390034,0.9750595843298843,0.9744577625570776,0.973458904109589,0.9739583333333333,False,240
IRF3,0.3499520613614572,0.29748910269801115,0.7227005994851748,0.2565789473684216,0.2038752854672185,0.7431210758972577,0.24671803652968036,0.293236301369863,0.2699771689497717,True,65
IRF7,0.176414189837008,0.13834046467983221,0.8145329050102208,0.24078947368421103,0.1967551521369379,0.7958923229732696,0.63199200913242,0.5428082191780822,0.5874001141552512,True,35
ISG15,0.3557046979865771,0.3712750340202051,0.9966028026351946,0.4118421052631589,0.5025107598322246,1.0547256783615038,0.97574200913242,0.9887271689497716,0.9822345890410958,False,205
JAG1,0.42281879194630967,0.47035819317324584,0.9536771275483679,0.40000000000000097,0.44574281074783895,0.9533826700921643,0.9599029680365296,0.9648972602739726,0.9624001141552512,False,281
JAG2,0.23777564717161884,0.2477768917369009,1.0842946055496958,0.22368421052631624,0.20990043741706854,0.963346256045177,0.9900114155251142,0.9696061643835616,0.979808789954338,False,212
KCNQ1OT1,0.480345158197509,0.7127739341304139,1.1815388737664183,0.46315789473684327,0.6818552890926758,1.1311532167001703,0.9947203196347032,0.9934360730593608,0.994078196347032,False,148
KDM6B,0.4544582933844693,0.5579296855595576,0.9628816872925852,0.48157894736842227,0.7213464959964471,1.0532778808341459,0.9641837899543378,0.9884417808219178,0.9763127853881278,False,229
KDR,0.6605944391179336,0.8644356044965812,0.6715157853097871,0.5868421052631557,0.7285506232079607,0.72752570514637,0.15496575342465754,0.2454337899543379,0.2001997716894977,True,73
KEAP1,0.18120805369127446,0.13738443150442153,0.7763062954236847,0.1473684210526318,0.11511091213225866,0.8170967697204158,0.4536244292237443,0.641980593607306,0.5478025114155252,True,39
KIAA0040,0.1591562799616487,0.13935215240097218,0.9436171394071867,0.2605263157894742,0.25900527081870073,0.9841137152871536,0.9540525114155252,0.975884703196347,0.964968607305936,False,272
LAMA3,0.12368168744007677,0.10885738734180288,0.9993116796954387,0.11842105263157907,0.1128829416507199,1.0459666855771013,0.9764554794520548,0.988013698630137,0.982234589041096,False,204
LATS1,0.2109300095877266,0.18281527817775411,0.8986251776260004,0.23289473684210574,0.19442833628168127,0.7964399139044409,0.8979737442922374,0.5459474885844748,0.7219606164383561,True,19
LATS2,0.2694151486097781,0.22052071835063322,0.7532402830415247,0.25263157894736893,0.2011250518632788,0.7155273401225568,0.3490296803652968,0.2141837899543379,0.2816067351598174,True,63
