perm_id,perm_auc,perm_repeat_auc_mean
578,0.5766666666666667,0.5466666666666666
579,0.52,0.46533333333333343
580,0.49,0.5226666666666666
581,0.29,0.3993333333333334
582,0.35,0.3833333333333333
583,0.56,0.5126666666666667
584,0.49333333333333335,0.4793333333333333
585,0.6066666666666667,0.6006666666666667
586,0.37999999999999995,0.4366666666666667
587,0.4033333333333333,0.4026666666666666
588,0.26999999999999996,0.3913333333333333
589,0.42333333333333323,0.4413333333333333
590,0.53,0.51
591,0.4633333333333333,0.49399999999999994
592,0.295,0.41200000000000003
593,0.4833333333333333,0.496
594,0.5433333333333333,0.5326666666666667
595,0.57,0.5686666666666668
596,0.35333333333333333,0.38066666666666665
597,0.51,0.4786666666666667
598,0.47,0.4640000000000001
599,0.485,0.47866666666666663
600,0.6233333333333333,0.6173333333333334
601,0.7033333333333334,0.6779999999999999
602,0.4933333333333333,0.5006666666666666
603,0.7266666666666667,0.7053333333333334
604,0.43333333333333335,0.466
605,0.2066666666666667,0.3373333333333333
606,0.4149999999999999,0.4373333333333334
607,0.7233333333333334,0.6806666666666666
608,0.3066666666666667,0.348
609,0.6733333333333333,0.6426666666666667
610,0.2866666666666667,0.36
611,0.7233333333333334,0.688
612,0.44000000000000006,0.43266666666666664
613,0.28,0.4133333333333333
614,0.4633333333333334,0.48133333333333334
615,0.5233333333333333,0.538
616,0.63,0.5866666666666667
617,0.66,0.6166666666666667
618,0.3666666666666667,0.4106666666666666
619,0.4033333333333333,0.43066666666666664
620,0.5499999999999999,0.54
621,0.37333333333333335,0.42466666666666664
622,0.5700000000000001,0.5826666666666667
623,0.43666666666666665,0.43666666666666665
624,0.5666666666666667,0.526
625,0.6166666666666667,0.596
626,0.21999999999999997,0.40333333333333343
627,0.35666666666666663,0.40199999999999997
628,0.77,0.714
629,0.62,0.5900000000000001
630,0.5700000000000001,0.5966666666666666
631,0.44999999999999996,0.45666666666666667
632,0.4933333333333334,0.44266666666666676
633,0.24666666666666667,0.42266666666666663
634,0.45666666666666667,0.4606666666666667
635,0.5666666666666667,0.5333333333333333
636,0.32166666666666666,0.37733333333333335
637,0.35,0.39799999999999996
638,0.7933333333333334,0.7333333333333334
639,0.3966666666666667,0.4173333333333334
640,0.47,0.5026666666666667
641,0.3183333333333333,0.426
642,0.7933333333333333,0.7666666666666667
643,0.32333333333333336,0.3813333333333334
644,0.5366666666666667,0.5293333333333333
645,0.5533333333333333,0.5519999999999999
646,0.43333333333333335,0.43933333333333335
647,0.7633333333333334,0.7093333333333334
648,0.5233333333333333,0.48133333333333334
649,0.7366666666666667,0.6373333333333333
650,0.5433333333333333,0.532
651,0.6499999999999999,0.6346666666666667
652,0.41,0.4086666666666667
653,0.4866666666666667,0.5106666666666667
654,0.7066666666666667,0.6420000000000001
655,0.395,0.38666666666666666
656,0.24666666666666665,0.3893333333333334
657,0.63,0.634
658,0.36333333333333334,0.4286666666666667
659,0.52,0.484
660,0.6,0.5733333333333335
661,0.42000000000000004,0.4533333333333333
662,0.5366666666666666,0.5513333333333332
663,0.35666666666666663,0.41000000000000003
664,0.5466666666666666,0.532
665,0.4866666666666667,0.516
666,0.5499999999999999,0.534
667,0.4266666666666667,0.46466666666666673
668,0.6266666666666666,0.5666666666666667
669,0.6833333333333333,0.5893333333333334
670,0.3283333333333333,0.4173333333333333
671,0.62,0.5359999999999999
672,0.45999999999999996,0.48666666666666664
673,0.37,0.3966666666666666
674,0.31666666666666665,0.396
675,0.33999999999999997,0.38466666666666666
676,0.48333333333333334,0.438
677,0.6933333333333334,0.6933333333333332
678,0.6433333333333333,0.6333333333333334
679,0.5033333333333333,0.5393333333333334
680,0.3933333333333333,0.4526666666666667
681,0.6966666666666668,0.702
682,0.42333333333333334,0.43600000000000005
683,0.43000000000000005,0.442
684,0.7633333333333333,0.7286666666666667
685,0.32,0.442
686,0.49,0.4800000000000001
687,0.3633333333333333,0.4046666666666666
688,0.5333333333333333,0.5306666666666666
689,0.6533333333333333,0.6173333333333334
690,0.2866666666666667,0.372
691,0.4866666666666667,0.44466666666666665
692,0.6366666666666667,0.6093333333333334
693,0.23333333333333334,0.4013333333333334
694,0.2733333333333333,0.41200000000000003
695,0.5366666666666666,0.488
696,0.5033333333333333,0.49333333333333335
697,0.3066666666666667,0.3986666666666666
698,0.59,0.58
699,0.30333333333333334,0.3626666666666667
700,0.5566666666666666,0.5399999999999999
701,0.5766666666666667,0.5486666666666666
702,0.37333333333333335,0.4073333333333333
703,0.5,0.4726666666666667
704,0.41333333333333333,0.47800000000000004
705,0.44333333333333336,0.4880000000000001
706,0.5833333333333333,0.5486666666666666
707,0.48,0.5093333333333334
708,0.4866666666666667,0.4906666666666667
709,0.4666666666666666,0.446
710,0.38333333333333336,0.4013333333333334
711,0.33999999999999997,0.4413333333333334
712,0.49,0.48599999999999993
713,0.4333333333333333,0.45599999999999985
714,0.45999999999999996,0.4993333333333333
715,0.2916666666666667,0.392
716,0.3766666666666667,0.4066666666666666
717,0.5566666666666666,0.5479999999999999
718,0.5366666666666666,0.5386666666666666
719,0.7066666666666667,0.6813333333333335
720,0.45999999999999996,0.43466666666666676
721,0.33333333333333337,0.38
722,0.6933333333333334,0.5753333333333334
723,0.7733333333333333,0.742
724,0.4533333333333333,0.5
725,0.5766666666666667,0.5793333333333333
726,0.4816666666666667,0.47733333333333333
727,0.2866666666666667,0.38133333333333325
728,0.7366666666666667,0.696
729,0.33166666666666667,0.4073333333333333
730,0.5066666666666666,0.514
731,0.3883333333333333,0.42400000000000004
732,0.24000000000000002,0.404
733,0.3666666666666667,0.40733333333333344
734,0.4133333333333334,0.4533333333333334
735,0.4633333333333333,0.4426666666666666
736,0.4133333333333334,0.42266666666666663
737,0.33999999999999997,0.40066666666666667
738,0.53,0.484
739,0.64,0.6126666666666667
740,0.5599999999999999,0.5413333333333332
741,0.32666666666666666,0.41933333333333334
742,0.2733333333333333,0.41200000000000003
743,0.7466666666666666,0.7386666666666667
744,0.3333333333333333,0.38933333333333325
745,0.3866666666666667,0.42800000000000005
746,0.29333333333333333,0.38066666666666665
747,0.36,0.40533333333333327
748,0.35833333333333334,0.3993333333333334
749,0.55,0.51
750,0.6166666666666666,0.5946666666666667
751,0.325,0.4
752,0.38333333333333336,0.43533333333333335
753,0.4833333333333334,0.492
754,0.36666666666666664,0.40733333333333344
755,0.4083333333333333,0.4333333333333333
756,0.31666666666666665,0.368
757,0.42666666666666664,0.47800000000000004
758,0.2533333333333333,0.43133333333333335
759,0.73,0.6906666666666668
760,0.32999999999999996,0.40266666666666673
761,0.51,0.5086666666666667
762,0.5666666666666667,0.538
763,0.36666666666666664,0.382
764,0.5366666666666666,0.4726666666666667
765,0.2916666666666667,0.4073333333333333
766,0.5366666666666666,0.5319999999999999
767,0.5,0.48200000000000004
768,0.33833333333333326,0.45466666666666666
769,0.41999999999999993,0.45866666666666667
770,0.335,0.4493333333333333
771,0.5466666666666666,0.5006666666666666
772,0.36,0.42466666666666664
773,0.3733333333333333,0.3953333333333333
