probe_id,raw_gene_symbol,parsed_gene_symbol,mapping_status,n_probes_for_gene
11744455_s_at,UQCRH,UQCRH,single_symbol,2
11744456_s_at,GSK3B,GSK3B,single_symbol,2
11744457_x_at,MDK,MDK,single_symbol,4
11744458_a_at,RAB2B,RAB2B,single_symbol,2
11744459_at,TDRG1,TDRG1,single_symbol,1
11744460_a_at,PI4KB,PI4KB,single_symbol,6
11744461_s_at,PI4KB,PI4KB,single_symbol,6
11744462_x_at,PCID2,PCID2,single_symbol,6
11744463_a_at,CNPY2,CNPY2,single_symbol,3
11744464_a_at,SNX25,SNX25,single_symbol,2
11744465_x_at,PPP1R15A,PPP1R15A,single_symbol,1
11744466_x_at,AK6 /// TAF9,AK6,multi_symbol_first_valid_used,4
11744467_s_at,SYNCRIP,SYNCRIP,single_symbol,8
11744468_at,SYNCRIP,SYNCRIP,single_symbol,8
11744469_a_at,TBCD,TBCD,single_symbol,5
11744470_x_at,MIF,MIF,single_symbol,2
11744471_s_at,CRP,CRP,single_symbol,2
11744472_a_at,TLK2,TLK2,single_symbol,4
11744473_x_at,BAG6,BAG6,single_symbol,3
11744474_s_at,IDI1,IDI1,single_symbol,2
11744475_x_at,TRABD,TRABD,single_symbol,5
11744476_a_at,TRABD,TRABD,single_symbol,5
11744477_x_at,STK32C,STK32C,single_symbol,5
11744478_s_at,HBG1 /// HBG2,HBG1,multi_symbol_first_valid_used,5
11744479_x_at,RAB18,RAB18,single_symbol,10
11744480_s_at,RAB18,RAB18,single_symbol,10
11744481_s_at,OPN3,OPN3,single_symbol,1
11744482_a_at,TMEM246,TMEM246,single_symbol,1
11744483_x_at,POC1B,POC1B,single_symbol,3
11744484_s_at,HLA-DRA,HLA-DRA,single_symbol,3
11744485_a_at,WDR81,WDR81,single_symbol,6
11744486_x_at,WDR81,WDR81,single_symbol,6
11744487_x_at,CNBP,CNBP,single_symbol,6
11744488_a_at,ACOT9,ACOT9,single_symbol,4
11744489_a_at,C20orf24 /// TGIF2-C20orf24,C20orf24,multi_symbol_first_valid_used,6
11744490_x_at,C20orf24,C20orf24,single_symbol,6
11744491_x_at,SEMA3B,SEMA3B,single_symbol,3
11744492_x_at,SRSF5,SRSF5,single_symbol,11
11744493_x_at,ADGRA2,ADGRA2,single_symbol,2
11744494_x_at,JTB,JTB,single_symbol,6
11744495_a_at,IFT46,IFT46,single_symbol,1
11744496_at,PCAT4,PCAT4,single_symbol,2
11744497_a_at,FAM149B1,FAM149B1,single_symbol,3
11744498_x_at,TRO,TRO,single_symbol,5
11744499_x_at,CHMP1A,CHMP1A,single_symbol,5
11744500_a_at,ASXL1,ASXL1,single_symbol,7
11744501_a_at,ASXL1,ASXL1,single_symbol,7
11744502_a_at,PNISR,PNISR,single_symbol,10
11744503_x_at,RSRP1,RSRP1,single_symbol,5
11744504_x_at,POLR2J,POLR2J,single_symbol,2
11744505_x_at,TP53I11,TP53I11,single_symbol,3
11744506_a_at,KLHL3,KLHL3,single_symbol,5
11744507_a_at,KLHL3,KLHL3,single_symbol,5
11744508_a_at,CCDC146,CCDC146,single_symbol,2
11744509_a_at,RER1,RER1,single_symbol,3
11744510_a_at,RANGRF,RANGRF,single_symbol,1
11744511_x_at,ITGB3BP,ITGB3BP,single_symbol,3
11744512_a_at,TRABD2A,TRABD2A,single_symbol,1
11744513_a_at,WFDC2,WFDC2,single_symbol,4
11744514_a_at,YIPF2,YIPF2,single_symbol,3
11744515_a_at,SLC25A38,SLC25A38,single_symbol,1
11744516_a_at,SLC2A10,SLC2A10,single_symbol,3
11744517_a_at,SLC2A10,SLC2A10,single_symbol,3
11744518_a_at,SLC2A10,SLC2A10,single_symbol,3
11744519_a_at,POLE2,POLE2,single_symbol,1
11744520_a_at,PCGF1,PCGF1,single_symbol,1
11744521_x_at,USP39,USP39,single_symbol,5
11744522_a_at,BOD1,BOD1,single_symbol,1
11744523_x_at,NBAS,NBAS,single_symbol,3
11744524_at,SMAD5-AS1,SMAD5-AS1,single_symbol,1
11744525_s_at,MTERF2,MTERF2,single_symbol,2
11744526_a_at,INPP5F,INPP5F,single_symbol,2
11744527_a_at,RNFT2,RNFT2,single_symbol,2
11744528_s_at,GON4L /// YY1AP1,GON4L,multi_symbol_first_valid_used,10
11744529_a_at,PELI1,PELI1,single_symbol,4
11744530_a_at,SEMA4G,SEMA4G,single_symbol,1
11744531_x_at,EIF5B,EIF5B,single_symbol,4
11744532_x_at,PNN,PNN,single_symbol,6
11744533_s_at,MTRF1L,MTRF1L,single_symbol,4
11744534_a_at,ANXA7,ANXA7,single_symbol,2
11744535_s_at,TCEB1,TCEB1,single_symbol,3
11744536_x_at,TCEB1 /// TCEB1P2,TCEB1,multi_symbol_first_valid_used,3
11744537_a_at,PNPLA6,PNPLA6,single_symbol,4
11744538_a_at,CALHM2,CALHM2,single_symbol,1
11744539_a_at,RTN3,RTN3,single_symbol,7
11744540_x_at,RTN3,RTN3,single_symbol,7
11744541_a_at,ACKR3,ACKR3,single_symbol,4
11744542_s_at,POLR3F,POLR3F,single_symbol,2
11744543_a_at,KDELR1,KDELR1,single_symbol,3
11744544_s_at,KDELR1,KDELR1,single_symbol,3
11744545_s_at,GTF2IRD2 /// GTF2IRD2B,GTF2IRD2,multi_symbol_first_valid_used,4
11744546_a_at,PROZ,PROZ,single_symbol,4
11744547_x_at,MED16,MED16,single_symbol,8
11744548_x_at,RPL29,RPL29,single_symbol,1
11744549_s_at,COX20 /// COX20P1,COX20,multi_symbol_first_valid_used,4
11744550_x_at,COX20,COX20,single_symbol,4
11744551_a_at,CHRNA3,CHRNA3,single_symbol,4
11744552_a_at,SMUG1,SMUG1,single_symbol,2
11744553_a_at,ZFYVE28,ZFYVE28,single_symbol,5
11744554_at,CROT,CROT,single_symbol,4
11744555_at,CYP2B7P,CYP2B7P,single_symbol,2
11744556_x_at,CYP2B7P,CYP2B7P,single_symbol,2
11744557_a_at,STOML1,STOML1,single_symbol,3
11744558_a_at,VASH1,VASH1,single_symbol,4
11744559_a_at,SLC25A37,SLC25A37,single_symbol,5
11744560_s_at,IFT20,IFT20,single_symbol,4
11744561_a_at,AGAP3,AGAP3,single_symbol,3
11744562_x_at,EVA1B,EVA1B,single_symbol,1
11744563_a_at,FMR1,FMR1,single_symbol,8
11744564_a_at,PPWD1,PPWD1,single_symbol,4
11744565_s_at,PPWD1,PPWD1,single_symbol,4
11744566_a_at,DDX49,DDX49,single_symbol,1
11744567_a_at,CD72,CD72,single_symbol,2
11744568_at,STGC3,STGC3,single_symbol,1
11744569_a_at,RNMT,RNMT,single_symbol,4
11744570_x_at,MAN2C1,MAN2C1,single_symbol,5
11744571_a_at,PDSS2,PDSS2,single_symbol,3
11744572_a_at,KLF5,KLF5,single_symbol,3
11744573_a_at,INO80,INO80,single_symbol,4
11744574_x_at,INO80,INO80,single_symbol,4
11744575_a_at,ELOVL2,ELOVL2,single_symbol,1
11744576_a_at,EVC2,EVC2,single_symbol,4
11744577_x_at,EVC2,EVC2,single_symbol,4
11744578_s_at,DNAJC10,DNAJC10,single_symbol,7
11744579_a_at,CDADC1,CDADC1,single_symbol,5
11744580_x_at,ZNF271P,ZNF271P,single_symbol,3
11744581_a_at,KHDRBS3,KHDRBS3,single_symbol,2
11744582_a_at,USP15,USP15,single_symbol,7
11744583_s_at,AMDHD2,AMDHD2,single_symbol,4
11744584_a_at,HYI,HYI,single_symbol,1
11744585_a_at,ATRN,ATRN,single_symbol,4
11744586_a_at,GPATCH2,GPATCH2,single_symbol,5
11744587_a_at,TMEM57,TMEM57,single_symbol,3
11744588_a_at,CCDC17,CCDC17,single_symbol,3
11744589_a_at,PCGF2,PCGF2,single_symbol,3
11744590_a_at,TRIO,TRIO,single_symbol,6
11744591_a_at,TTC8,TTC8,single_symbol,3
11744592_a_at,GON4L,GON4L,single_symbol,10
11744593_x_at,GRASP,GRASP,single_symbol,2
11744594_a_at,SEPT6,SEPT6,single_symbol,9
11744595_a_at,APTX,APTX,single_symbol,6
11744596_a_at,LYPD6B,LYPD6B,single_symbol,1
11744597_a_at,KIAA0100,KIAA0100,single_symbol,3
11744598_a_at,CDCA8,CDCA8,single_symbol,2
11744599_x_at,NUP62,NUP62,single_symbol,4
11744600_a_at,TESPA1,TESPA1,single_symbol,2
11744601_x_at,RPS17,RPS17,single_symbol,2
11744602_a_at,TMEM39A,TMEM39A,single_symbol,4
11744603_x_at,GTPBP6,GTPBP6,single_symbol,3
11744604_at,ERVMER34-1,ERVMER34-1,single_symbol,1
11744605_a_at,THOC2,THOC2,single_symbol,8
11744606_a_at,SLC35F3,SLC35F3,single_symbol,1
11744607_at,SCEL,SCEL,single_symbol,6
11744608_a_at,PARP3,PARP3,single_symbol,2
11744609_a_at,ATXN7,ATXN7,single_symbol,5
11744610_a_at,PEG3,PEG3,single_symbol,4
11744611_x_at,PEG3,PEG3,single_symbol,4
11744612_a_at,NUDCD1,NUDCD1,single_symbol,2
11744613_a_at,SLC6A13,SLC6A13,single_symbol,6
11744614_x_at,SLC6A13,SLC6A13,single_symbol,6
11744615_s_at,KLHDC9,KLHDC9,single_symbol,2
11744616_a_at,SLC19A2,SLC19A2,single_symbol,3
11744617_a_at,RPRD1A,RPRD1A,single_symbol,4
11744618_a_at,DUSP6,DUSP6,single_symbol,4
11744619_a_at,SNX24,SNX24,single_symbol,4
11744620_a_at,ZNF821,ZNF821,single_symbol,3
11744621_s_at,LOC100130093 /// SNAP47,LOC100130093,multi_symbol_first_valid_used,1
11744622_x_at,STK25,STK25,single_symbol,6
11744623_a_at,POLDIP2,POLDIP2,single_symbol,4
11744624_at,TRIQK,TRIQK,single_symbol,2
11744625_x_at,NABP2,NABP2,single_symbol,2
11744626_a_at,RPAIN,RPAIN,single_symbol,9
11744627_x_at,RPAIN,RPAIN,single_symbol,9
11744628_x_at,ZCCHC7,ZCCHC7,single_symbol,3
11744629_at,MGC27345 /// RBM28,MGC27345,multi_symbol_first_valid_used,1
11744630_a_at,NXPE3,NXPE3,single_symbol,4
11744631_a_at,FLT1,FLT1,single_symbol,5
11744632_a_at,COX11,COX11,single_symbol,6
11744633_a_at,BRAT1,BRAT1,single_symbol,2
11744634_a_at,ZC3H7A,ZC3H7A,single_symbol,5
11744635_a_at,ZC3H7A,ZC3H7A,single_symbol,5
11744636_a_at,OPRL1,OPRL1,single_symbol,2
11744637_a_at,OPRL1,OPRL1,single_symbol,2
11744638_at,SND1 /// SND1-IT1,SND1,multi_symbol_first_valid_used,2
11744639_a_at,SH3D21,SH3D21,single_symbol,3
11744640_x_at,SH3D21,SH3D21,single_symbol,3
11744641_a_at,CLDND1,CLDND1,single_symbol,2
11744642_a_at,TRMU,TRMU,single_symbol,6
11744643_a_at,LINC01554,LINC01554,single_symbol,1
11744644_s_at,HSFX1 /// HSFX2,HSFX1,multi_symbol_first_valid_used,1
11744645_a_at,TCN2,TCN2,single_symbol,3
11744646_a_at,CREB3L2,CREB3L2,single_symbol,7
11744647_s_at,PROM2,PROM2,single_symbol,6
11744648_s_at,AIFM2,AIFM2,single_symbol,4
11744649_x_at,HP,HP,single_symbol,3
11744650_x_at,PHLDB1,PHLDB1,single_symbol,6
11744651_a_at,NOX1,NOX1,single_symbol,2
11744652_a_at,HAPLN2,HAPLN2,single_symbol,2
11744653_x_at,UBC,UBC,single_symbol,3
11744654_s_at,CD44,CD44,single_symbol,10
11744655_a_at,AZIN2,AZIN2,single_symbol,11
11744656_x_at,AZIN2,AZIN2,single_symbol,11
11744657_x_at,FGFR4,FGFR4,single_symbol,7
11744658_s_at,NRF1,NRF1,single_symbol,4
11744659_a_at,CASC1,CASC1,single_symbol,6
11744660_s_at,CCL4L1 /// CCL4L2,CCL4L1,multi_symbol_first_valid_used,4
11744661_a_at,HMG20B,HMG20B,single_symbol,3
11744662_x_at,HMG20B,HMG20B,single_symbol,3
11744663_a_at,TOM1L1,TOM1L1,single_symbol,5
11744664_a_at,ADAMTS12,ADAMTS12,single_symbol,2
11744665_a_at,RAB40C,RAB40C,single_symbol,3
11744666_at,FAN1,FAN1,single_symbol,2
11744667_a_at,DENND5B,DENND5B,single_symbol,3
11744668_x_at,SLC4A2,SLC4A2,single_symbol,3
11744669_a_at,LINC00158,LINC00158,single_symbol,1
11744670_at,LINC00852,LINC00852,single_symbol,1
11744671_x_at,CTBP2,CTBP2,single_symbol,7
11744672_a_at,MORN4,MORN4,single_symbol,4
11744673_a_at,SP100,SP100,single_symbol,9
11744674_a_at,VEZT,VEZT,single_symbol,4
11744675_a_at,FAM208A,FAM208A,single_symbol,3
11744676_a_at,COL11A2,COL11A2,single_symbol,3
11744677_x_at,TMUB1,TMUB1,single_symbol,2
11744678_a_at,C16orf62,C16orf62,single_symbol,3
11744679_a_at,SMAD4,SMAD4,single_symbol,7
11744680_a_at,SLC7A11,SLC7A11,single_symbol,3
11744681_a_at,NT5E,NT5E,single_symbol,3
11744682_x_at,EIF5A,EIF5A,single_symbol,7
11744683_s_at,FKBP4,FKBP4,single_symbol,3
11744684_s_at,CCNL2,CCNL2,single_symbol,4
11744685_a_at,B4GALNT1,B4GALNT1,single_symbol,7
11744686_a_at,SHARPIN,SHARPIN,single_symbol,2
11744687_x_at,ATG4B,ATG4B,single_symbol,6
11744688_x_at,HNRNPDL,HNRNPDL,single_symbol,5
11744689_x_at,ARMC10,ARMC10,single_symbol,5
11744690_a_at,ARMC10,ARMC10,single_symbol,5
11744691_x_at,ARMC10,ARMC10,single_symbol,5
11744692_s_at,HP1BP3,HP1BP3,single_symbol,5
11744693_x_at,GLYR1,GLYR1,single_symbol,4
11744694_a_at,BIRC2,BIRC2,single_symbol,5
11744695_a_at,CCDC90B,CCDC90B,single_symbol,5
11744696_s_at,CCDC90B,CCDC90B,single_symbol,5
11744697_x_at,CCDC90B,CCDC90B,single_symbol,5
11744698_x_at,TPRG1L,TPRG1L,single_symbol,2
11744699_a_at,TDP1,TDP1,single_symbol,4
11744700_x_at,TDP1,TDP1,single_symbol,4
11744701_a_at,DRD3,DRD3,single_symbol,1
11744702_a_at,KCNMA1,KCNMA1,single_symbol,6
11744703_x_at,SYDE1,SYDE1,single_symbol,5
11744704_s_at,GOLGA3,GOLGA3,single_symbol,8
11744705_a_at,GOLGA3,GOLGA3,single_symbol,8
11744706_x_at,GOLGA3,GOLGA3,single_symbol,8
11744707_a_at,ANGPTL1,ANGPTL1,single_symbol,3
11744708_a_at,LYRM1,LYRM1,single_symbol,2
11744709_a_at,HRAS,HRAS,single_symbol,2
11744710_a_at,TTLL4,TTLL4,single_symbol,3
11744711_a_at,C21orf2,C21orf2,single_symbol,4
11744712_a_at,ZNF823,ZNF823,single_symbol,2
11744713_a_at,PITPNM2,PITPNM2,single_symbol,3
11744714_at,LINC00310,LINC00310,single_symbol,1
11744715_a_at,SLC38A6,SLC38A6,single_symbol,1
11744716_a_at,PFN2,PFN2,single_symbol,4
11744717_a_at,C18orf8,C18orf8,single_symbol,1
11744718_a_at,CTHRC1,CTHRC1,single_symbol,5
11744719_x_at,C4BPA,C4BPA,single_symbol,2
11744720_a_at,GSG1,GSG1,single_symbol,4
11744721_s_at,MSH2,MSH2,single_symbol,3
11744722_x_at,RHCE /// RHD,RHCE,multi_symbol_first_valid_used,13
11744723_a_at,APH1A,APH1A,single_symbol,7
11744724_a_at,CERS2,CERS2,single_symbol,2
11744725_a_at,GPR17,GPR17,single_symbol,5
11744726_s_at,KLHL9,KLHL9,single_symbol,5
11744727_a_at,GPR137,GPR137,single_symbol,7
11744728_a_at,GOLGA4,GOLGA4,single_symbol,7
11744729_x_at,GOLGA4,GOLGA4,single_symbol,7
11744730_s_at,DLEU2 /// DLEU2L,DLEU2,multi_symbol_first_valid_used,4
11744731_at,FLVCR1-AS1,FLVCR1-AS1,single_symbol,2
11744732_a_at,ZNF610,ZNF610,single_symbol,2
11744733_x_at,UBE2CP5 /// ZNF587,UBE2CP5,multi_symbol_first_valid_used,1
11744734_a_at,SIN3B,SIN3B,single_symbol,6
11744735_a_at,TMEM200A,TMEM200A,single_symbol,2
11744736_at,PYY2,PYY2,single_symbol,1
11744737_a_at,RTKN2,RTKN2,single_symbol,3
11744738_a_at,LOC145783 /// ZNF280D,LOC145783,multi_symbol_first_valid_used,6
11744739_a_at,UBAP2L,UBAP2L,single_symbol,3
11744740_a_at,BHLHE41,BHLHE41,single_symbol,3
11744741_at,LINC00312 /// LMCD1,LINC00312,multi_symbol_first_valid_used,1
11744742_x_at,LIMS2,LIMS2,single_symbol,5
11744743_a_at,TSHZ1,TSHZ1,single_symbol,2
11744744_a_at,SLITRK3,SLITRK3,single_symbol,5
11744745_a_at,TNIP1,TNIP1,single_symbol,8
11744746_x_at,TNIP1,TNIP1,single_symbol,8
11744747_a_at,FGFR1OP2,FGFR1OP2,single_symbol,4
11744748_x_at,FGFR1OP2,FGFR1OP2,single_symbol,4
11744749_a_at,DNAJC11,DNAJC11,single_symbol,3
11744750_a_at,LGI4,LGI4,single_symbol,4
11744751_a_at,SERPINB9,SERPINB9,single_symbol,4
11744752_a_at,GTF3C2,GTF3C2,single_symbol,3
11744753_a_at,LRRC28,LRRC28,single_symbol,5
11744754_a_at,DIS3L2,DIS3L2,single_symbol,4
11744755_x_at,FHL3,FHL3,single_symbol,3
11744756_at,LINC01561,LINC01561,single_symbol,1
11744757_a_at,TARS,TARS,single_symbol,3
11744758_a_at,PSORS1C1,PSORS1C1,single_symbol,2
11744759_a_at,LCN12,LCN12,single_symbol,4
11744760_s_at,TSLP,TSLP,single_symbol,3
11744761_x_at,ARHGEF1 /// LOC100505585,ARHGEF1,multi_symbol_first_valid_used,4
11744762_a_at,FAM53A,FAM53A,single_symbol,2
11744763_x_at,ASNS,ASNS,single_symbol,4
11744764_s_at,WHSC1,WHSC1,single_symbol,12
11744765_x_at,ARHGEF16,ARHGEF16,single_symbol,3
11744766_a_at,NPRL2,NPRL2,single_symbol,3
11744767_x_at,BCKDK,BCKDK,single_symbol,4
11744768_a_at,ZBP1,ZBP1,single_symbol,2
11744769_at,CDKN2A-AS1,CDKN2A-AS1,single_symbol,1
11744770_a_at,HOXA11,HOXA11,single_symbol,3
11744771_at,TTTY12,TTTY12,single_symbol,1
11744772_a_at,MLANA,MLANA,single_symbol,2
11744773_a_at,DSCR8,DSCR8,single_symbol,2
11744774_a_at,FAM135B,FAM135B,single_symbol,4
11744775_x_at,BZW1,BZW1,single_symbol,3
11744776_a_at,NNMT,NNMT,single_symbol,1
11744777_s_at,DPY30,DPY30,single_symbol,4
11744778_a_at,DCAF8,DCAF8,single_symbol,5
11744779_a_at,FAM13A,FAM13A,single_symbol,5
11744780_at,MOBP,MOBP,single_symbol,5
11744781_at,MOBP,MOBP,single_symbol,5
11744782_a_at,MORC4,MORC4,single_symbol,5
11744783_a_at,SP100,SP100,single_symbol,9
11744784_a_at,TXNDC9,TXNDC9,single_symbol,4
11744785_x_at,SCRIB,SCRIB,single_symbol,3
11744786_x_at,OGFR,OGFR,single_symbol,5
11744787_a_at,ANLN,ANLN,single_symbol,4
11744788_x_at,TMEM68,TMEM68,single_symbol,6
11744789_a_at,CENPU,CENPU,single_symbol,2
11744790_a_at,LRCH1,LRCH1,single_symbol,4
11744791_a_at,FNDC5,FNDC5,single_symbol,5
11744792_at,SLF2,SLF2,single_symbol,4
11744793_x_at,DLGAP5,DLGAP5,single_symbol,2
11744794_a_at,MBNL1,MBNL1,single_symbol,8
11744795_a_at,TMEM196,TMEM196,single_symbol,2
11744796_a_at,DAB2,DAB2,single_symbol,4
11744797_s_at,DAB2,DAB2,single_symbol,4
11744798_a_at,OGT,OGT,single_symbol,5
11744799_a_at,XRCC4,XRCC4,single_symbol,4
11744800_x_at,FLT3LG,FLT3LG,single_symbol,5
11744801_a_at,NR2C2AP,NR2C2AP,single_symbol,3
11744802_a_at,WFDC3,WFDC3,single_symbol,3
11744803_x_at,MDK,MDK,single_symbol,4
11744804_a_at,HIPK1,HIPK1,single_symbol,3
11744805_x_at,DHRS4 /// DHRS4L2,DHRS4,multi_symbol_first_valid_used,7
11744806_at,PPY2P,PPY2P,single_symbol,1
11744807_s_at,POLM,POLM,single_symbol,5
11744808_a_at,TRPM8,TRPM8,single_symbol,3
11744809_a_at,AS3MT /// BORCS7-ASMT,AS3MT,multi_symbol_first_valid_used,2
11744810_a_at,ZBTB24,ZBTB24,single_symbol,3
11744811_a_at,C14orf159,C14orf159,single_symbol,6
11744812_x_at,SCAP,SCAP,single_symbol,2
11744813_a_at,AANAT,AANAT,single_symbol,1
11744814_a_at,PCM1,PCM1,single_symbol,4
11744815_a_at,SPATA2L,SPATA2L,single_symbol,2
11744816_a_at,RAPH1,RAPH1,single_symbol,6
11744817_x_at,KCNE3,KCNE3,single_symbol,3
11744818_a_at,ZNF24,ZNF24,single_symbol,5
11744819_a_at,PAAF1,PAAF1,single_symbol,3
11744820_a_at,LOC100130691,LOC100130691,single_symbol,1
11744821_a_at,CDH23,CDH23,single_symbol,8
11744822_a_at,NDUFB2,NDUFB2,single_symbol,1
11744823_s_at,GPR89A /// GPR89B,GPR89A,multi_symbol_first_valid_used,5
11744824_a_at,NAPA,NAPA,single_symbol,4
11744825_a_at,CNBP,CNBP,single_symbol,6
11744826_x_at,WBSCR22,WBSCR22,single_symbol,5
11744827_a_at,CLK1,CLK1,single_symbol,3
11744828_a_at,CLK1,CLK1,single_symbol,3
11744829_s_at,HLA-E,HLA-E,single_symbol,6
11744830_x_at,LOC105369248 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5,LOC105369248,multi_symbol_first_valid_used,1
11744831_a_at,RPAIN,RPAIN,single_symbol,9
11744832_x_at,RPAIN,RPAIN,single_symbol,9
11744833_at,TSHZ2,TSHZ2,single_symbol,5
11744834_x_at,RPLP1,RPLP1,single_symbol,4
11744835_s_at,CBS /// CBSL,CBS,multi_symbol_first_valid_used,6
11744836_x_at,RPL35,RPL35,single_symbol,2
11744837_a_at,CDH13,CDH13,single_symbol,6
11744838_a_at,DUSP28,DUSP28,single_symbol,1
11744839_a_at,KPNB1,KPNB1,single_symbol,5
11744840_s_at,KPNB1,KPNB1,single_symbol,5
11744841_a_at,TIPRL,TIPRL,single_symbol,3
11744842_at,LINC00474,LINC00474,single_symbol,1
11744843_s_at,PAPPA,PAPPA,single_symbol,8
11744844_a_at,GON4L,GON4L,single_symbol,10
11744845_a_at,SLC22A2,SLC22A2,single_symbol,5
11744846_a_at,LCA5L,LCA5L,single_symbol,1
11744847_at,PLEKHA5,PLEKHA5,single_symbol,3
11744848_x_at,PRR16,PRR16,single_symbol,3
11744849_a_at,SETD6,SETD6,single_symbol,5
11744850_a_at,SSH2,SSH2,single_symbol,5
11744851_a_at,DDX31,DDX31,single_symbol,7
11744852_a_at,KIAA0125,KIAA0125,single_symbol,1
11744853_a_at,ZNF880,ZNF880,single_symbol,3
11744854_x_at,ZNF28,ZNF28,single_symbol,6
11744855_at,SERPINB9P1,SERPINB9P1,single_symbol,1
11744856_a_at,ABCA3,ABCA3,single_symbol,3
11744857_x_at,MOV10L1,MOV10L1,single_symbol,6
11744858_a_at,LHPP,LHPP,single_symbol,1
11744859_a_at,NICN1,NICN1,single_symbol,2
11744860_at,LOC100287290,LOC100287290,single_symbol,1
11744861_a_at,DHRS7,DHRS7,single_symbol,2
11744862_x_at,DHRS7,DHRS7,single_symbol,2
11744863_a_at,VPS29,VPS29,single_symbol,7
11744864_at,MALRD1,MALRD1,single_symbol,1
11744865_a_at,MAGI2,MAGI2,single_symbol,4
11744866_x_at,CEL,CEL,single_symbol,2
11744867_a_at,LYPD6,LYPD6,single_symbol,2
11744868_a_at,SMC2,SMC2,single_symbol,7
11744869_a_at,B3GNT2,B3GNT2,single_symbol,2
11744870_a_at,SLC1A6,SLC1A6,single_symbol,2
11744871_a_at,ARF5,ARF5,single_symbol,4
11744872_x_at,ARF5,ARF5,single_symbol,4
11744873_a_at,KLKP1,KLKP1,single_symbol,1
11744874_x_at,CLN3,CLN3,single_symbol,8
11744875_a_at,C11orf70,C11orf70,single_symbol,2
11744876_a_at,LARP4,LARP4,single_symbol,5
11744877_a_at,ITIH4,ITIH4,single_symbol,6
11744878_x_at,ITIH4,ITIH4,single_symbol,6
11744879_a_at,RARS,RARS,single_symbol,2
11744880_a_at,ZNF165,ZNF165,single_symbol,1
11744881_s_at,GLYCTK,GLYCTK,single_symbol,8
11744882_a_at,PPP1R21,PPP1R21,single_symbol,6
11744883_a_at,LINC01547,LINC01547,single_symbol,2
11744884_a_at,NCOR1,NCOR1,single_symbol,5
11744885_a_at,SPAG9,SPAG9,single_symbol,9
11744886_a_at,SPAG9,SPAG9,single_symbol,9
11744887_s_at,ZWILCH,ZWILCH,single_symbol,4
11744888_a_at,LMNB1,LMNB1,single_symbol,5
11744889_a_at,LMNB1,LMNB1,single_symbol,5
11744890_a_at,GTPBP4,GTPBP4,single_symbol,3
11744891_at,LOC339803,LOC339803,single_symbol,2
11744892_a_at,GOLT1B,GOLT1B,single_symbol,3
11744893_a_at,FAM20A,FAM20A,single_symbol,4
11744894_at,FAM20A,FAM20A,single_symbol,4
11744895_a_at,FAM20A,FAM20A,single_symbol,4
11744896_a_at,GPSM3,GPSM3,single_symbol,1
11744897_s_at,ARMCX3,ARMCX3,single_symbol,3
11744898_a_at,PRRC2C,PRRC2C,single_symbol,6
11744899_a_at,FADS2,FADS2,single_symbol,4
11744900_x_at,FADS2,FADS2,single_symbol,4
11744901_s_at,NDUFS1,NDUFS1,single_symbol,5
11744902_a_at,FADS2,FADS2,single_symbol,4
11744903_a_at,C16orf59,C16orf59,single_symbol,4
11744904_a_at,ORM1 /// ORM2,ORM1,multi_symbol_first_valid_used,6
11744905_x_at,ORM1,ORM1,single_symbol,6
11744906_at,ERICH2,ERICH2,single_symbol,1
11744907_a_at,ASUN,ASUN,single_symbol,2
11744908_a_at,SVBP,SVBP,single_symbol,1
11744909_a_at,HDHD2,HDHD2,single_symbol,3
11744910_a_at,NUP160,NUP160,single_symbol,4
11744911_a_at,RIC3,RIC3,single_symbol,7
11744912_a_at,NFATC4,NFATC4,single_symbol,16
11744913_x_at,NFATC4,NFATC4,single_symbol,16
11744914_s_at,EID1,EID1,single_symbol,1
11744915_a_at,NEGR1,NEGR1,single_symbol,3
11744916_x_at,CAST,CAST,single_symbol,10
11744917_a_at,LRRIQ3,LRRIQ3,single_symbol,3
11744918_a_at,C19orf12,C19orf12,single_symbol,5
11744919_a_at,TPGS2,TPGS2,single_symbol,2
11744920_a_at,ODF3B,ODF3B,single_symbol,5
11744921_a_at,SLC43A1,SLC43A1,single_symbol,1
11744922_at,RPL13P5,RPL13P5,single_symbol,1
11744923_s_at,RBM15,RBM15,single_symbol,5
11744924_a_at,ZNF451,ZNF451,single_symbol,5
11744925_a_at,TUBGCP3,TUBGCP3,single_symbol,5
11744926_x_at,KTN1,KTN1,single_symbol,11
11744927_x_at,SLC9B2,SLC9B2,single_symbol,6
11744928_x_at,SIAH1,SIAH1,single_symbol,5
11744929_a_at,JARID2,JARID2,single_symbol,5
11744930_a_at,EIF4G3,EIF4G3,single_symbol,6
11744931_x_at,ELF2,ELF2,single_symbol,6
11744932_a_at,CREBRF,CREBRF,single_symbol,7
11744933_a_at,ASXL1,ASXL1,single_symbol,7
11744934_a_at,CCSER2,CCSER2,single_symbol,5
11744935_a_at,LINGO2,LINGO2,single_symbol,3
11744936_s_at,LINGO2,LINGO2,single_symbol,3
11744937_x_at,EGFL7,EGFL7,single_symbol,3
11744938_a_at,BRF1,BRF1,single_symbol,10
11744939_x_at,C11orf74,C11orf74,single_symbol,5
11744940_s_at,ABHD17A,ABHD17A,single_symbol,3
11744941_a_at,AQP7,AQP7,single_symbol,7
11744942_a_at,SLC22A18AS,SLC22A18AS,single_symbol,1
