"donor","rank","Gene","Distance","Z","FC","p_value","adjusted_p_value"
"hoa2",204,"TAGLN",2.41481903311616e-09,-0.846671096013134,1.1588143236992e-07,0.999728389233926,0.999999999970122
"hoa2",205,"NIBAN1",2.04565017625207e-09,-0.885852108396524,8.31586460184959e-08,0.999769912110638,0.999999999970122
"hoa2",206,"BNIP3",1.96657228979295e-09,-0.895103218516208,7.68536512154405e-08,0.999778806526568,0.999999999970122
"hoa2",207,"PARL",1.96050775758835e-09,-0.895827024933596,7.63803782090918e-08,0.999779488644848,0.999999999970122
"hoa2",208,"LCN6",1.88998780806507e-09,-0.904401415066688,7.09843613903795e-08,0.999787420492707,0.999999999970122
"hoa2",209,"IFIT2",1.75846977341314e-09,-0.921226532217591,6.14489532667046e-08,0.999802213201048,0.999999999970122
"hoa2",210,"RASGEF1B",1.62261789900606e-09,-0.939893830044675,5.23211401126603e-08,0.99981749336525,0.999999999970122
"hoa2",211,"BID",1.57226711662644e-09,-0.947187004001677,4.91244088372568e-08,0.99982315665277,0.999999999970122
"hoa2",212,"EIF4EBP1",1.51192410727181e-09,-0.95622180364971,4.54260168770819e-08,0.999829943832555,0.999999999970122
"hoa2",213,"BGN",1.51095264436757e-09,-0.956370003254852,4.53676600949465e-08,0.999830053099452,0.999999999970122
"hoa2",214,"VDAC1",1.49965838929267e-09,-0.958099566540859,4.46919554333479e-08,0.999831323439474,0.999999999970122
"hoa2",215,"CX3CL1",1.47129277646399e-09,-0.962497846714529,4.30172734105387e-08,0.9998345139087,0.999999999970122
"hoa2",216,"PLAUR",1.34716435158203e-09,-0.982731263192999,3.60649918568837e-08,0.999848475458653,0.999999999970122
"hoa2",217,"RHEB",1.33279519945604e-09,-0.985185421512205,3.52997405918753e-08,0.999850091652815,0.999999999970122
"hoa2",218,"MFF",1.26919178034208e-09,-0.996355443756969,3.20109951749207e-08,0.999857245552629,0.999999999970122
"hoa2",219,"PRDX3",1.26264681266056e-09,-0.997534503495778,3.16816978548914e-08,0.999857981708701,0.999999999970122
"hoa2",220,"AC109326.1",1.24866150555918e-09,-1.00007325411396,3.09837600601528e-08,0.999859554729261,0.999999999970122
"hoa2",221,"ISG15",1.2447252621449e-09,-1.00079260962848,3.07887233908847e-08,0.999859997464754,0.999999999970122
"hoa2",222,"AC091271.1",1.24382169717698e-09,-1.00095803881937,3.07440396114689e-08,0.999860099094719,0.999999999970122
"hoa2",223,"RCAN1",1.23287398926247e-09,-1.00297140626561,3.02052235612979e-08,0.999861330456284,0.999999999970122
"hoa2",224,"YAP1",1.22356517367924e-09,-1.00469660395589,2.97508164559692e-08,0.999862377480723,0.999999999970122
"hoa2",225,"TXN2",1.18679359428674e-09,-1.01163404593243,2.79894949101503e-08,0.999866513424974,0.999999999970122
"hoa2",226,"ULK1",1.11904498050698e-09,-1.02496092357664,2.48851212633409e-08,0.999874133562446,0.999999999970122
"hoa2",227,"OPTN",1.10311901545192e-09,-1.02820344921481,2.41818440608223e-08,0.999875924861727,0.999999999970122
"hoa2",228,"NDUFS1",1.0951313707222e-09,-1.02984630220245,2.38329122432109e-08,0.999876823285291,0.999999999970122
"hoa2",229,"MIGA1",9.8172379220929e-10,-1.05446998004014,1.91524045627977e-08,0.999889578990427,0.999999999970122
"hoa2",230,"ZNF331",9.67962674709281e-10,-1.05763748031397,1.8619237693692e-08,0.9998911267949,0.999999999970122
