"Gene","rank_hoa2","p_value_hoa2","adjusted_p_value_hoa2","rank_hoa3","p_value_hoa3","adjusted_p_value_hoa3","mean_rank","max_rank"
"TAX1BP1",253,0.999936262984408,0.999999999970122,267,0.999934576052179,0.999999999988964,260,267
"ARL4C",233,0.999895443046332,0.999999999970122,291,0.999999978271272,0.999999999988964,262,291
"AKT1",235,0.999901742011469,0.999999999970122,292,0.99999999998552,0.999999999988964,263.5,292
"CCN1",246,0.999918820536831,0.999999999970122,283,0.999974744265442,0.999999999988964,264.5,283
"RELA",236,0.999904159875914,0.999999999970122,295,0.999999999988964,0.999999999988964,265.5,295
"MFN2",271,0.999963498817802,0.999999999970122,263,0.999917415386194,0.999999999988964,267,271
"RGS2",263,0.999955995344034,0.999999999970122,274,0.999959023882567,0.999999999988964,268.5,274
"BCL2L1",292,0.999994123736058,0.999999999970122,247,0.999885356756357,0.999999999988964,269.5,292
"ZEB2",270,0.999962025756181,0.999999999970122,271,0.999957596623867,0.999999999988964,270.5,271
"PMAIP1",285,0.999984760411364,0.999999999970122,256,0.999903727350263,0.999999999988964,270.5,285
"MFN1",269,0.999961840275142,0.999999999970122,288,0.999989874011887,0.999999999988964,278.5,288
"THBS1",284,0.999983310085477,0.999999999970122,275,0.999959794368731,0.999999999988964,279.5,284
"SLC5A3",290,0.999990784586608,0.999999999970122,279,0.999967911408143,0.999999999988964,284.5,290
"MT1E",289,0.9999900379227,0.999999999970122,290,0.999990750695109,0.999999999988964,289.5,290
"CCN2",294,0.999998660822313,0.999999999970122,285,0.999981519850132,0.999999999988964,289.5,294
