"Gene","rank_hoa2","p_value_hoa2","adjusted_p_value_hoa2","rank_hoa3","p_value_hoa3","adjusted_p_value_hoa3","mean_rank","max_rank"
"FUT8",102,0.99440541604033,0.999999999988552,112,0.995238404728856,0.999999999994531,107,112
"HIF1A",193,0.998954851007342,0.999999999988552,22,0.880896350824788,0.999999999994531,107.5,193
"VDAC3",156,0.9979032184571,0.999999999988552,60,0.981132877800174,0.999999999994531,108,156
"CDH13",75,0.990279330223477,0.999999999988552,144,0.997540551235395,0.999999999994531,109.5,144
"NFKB1",154,0.997830866235742,0.999999999988552,65,0.983409216526264,0.999999999994531,109.5,154
"ATP5MC1",163,0.998090205848935,0.999999999988552,58,0.979571047472114,0.999999999994531,110.5,163
"FILIP1L",71,0.98978017880804,0.999999999988552,154,0.997951959332933,0.999999999994531,112.5,154
"FAM107A",84,0.992620235769355,0.999999999988552,142,0.997068819474347,0.999999999994531,113,142
"EFNB1",79,0.991424365081768,0.999999999988552,149,0.99787343659866,0.999999999994531,114,149
"MMP2",61,0.987167768287238,0.999999999988552,169,0.998463398202134,0.999999999994531,115,169
"COX4I1",54,0.985051282565732,0.999999999988552,177,0.998657776804681,0.999999999994531,115.5,177
"PLEKHG2",162,0.99804687735729,0.999999999988552,70,0.985812478643928,0.999999999994531,116,162
"CR381670.1",153,0.997776738448885,0.999999999988552,80,0.990587672621766,0.999999999994531,116.5,153
"GADD45G",149,0.997662410529869,0.999999999988552,85,0.991737730361513,0.999999999994531,117,149
"VSIR",48,0.983838883588453,0.999999999988552,187,0.999030125939075,0.999999999994531,117.5,187
"TSPAN13",52,0.984747756503628,0.999999999988552,184,0.99893945805451,0.999999999994531,118,184
"SOD1",155,0.997842488395185,0.999999999988552,84,0.991009481979557,0.999999999994531,119.5,155
"SIPA1L2",115,0.995525379262859,0.999999999988552,125,0.996101096622664,0.999999999994531,120,125
"ACKR1",201,0.999091023660189,0.999999999988552,39,0.951499728830361,0.999999999994531,120,201
"CNKSR3",100,0.994078987346313,0.999999999988552,143,0.997097671757895,0.999999999994531,121.5,143
"DDHD1",67,0.988362375542518,0.999999999988552,176,0.998644999662499,0.999999999994531,121.5,176
"CAT",192,0.998917468654722,0.999999999988552,52,0.970787734053342,0.999999999994531,122,192
"SOX17",98,0.99402383190583,0.999999999988552,151,0.997908983459495,0.999999999994531,124.5,151
"PMPCB",160,0.997981349846942,0.999999999988552,89,0.992608431079177,0.999999999994531,124.5,160
"TEK",196,0.998986079974073,0.999999999988552,54,0.975686005749549,0.999999999994531,125,196
"HSPE1",144,0.997355061569821,0.999999999988552,107,0.994554824110654,0.999999999994531,125.5,144
"FILIP1",87,0.992769447524633,0.999999999988552,164,0.998295481467952,0.999999999994531,125.5,164
"TM6SF1",111,0.995246152640062,0.999999999988552,141,0.996967180048841,0.999999999994531,126,141
"MGP",64,0.987617771079871,0.999999999988552,192,0.999196931868325,0.999999999994531,128,192
"RND1",63,0.987442591871085,0.999999999988552,193,0.999206010493282,0.999999999994531,128,193
"ARL15",95,0.993746099760291,0.999999999988552,162,0.998262529791941,0.999999999994531,128.5,162
"UQCRC2",68,0.988438618014672,0.999999999988552,190,0.999077349845155,0.999999999994531,129,190
"PDGFB",129,0.996429517713892,0.999999999988552,130,0.996273045026253,0.999999999994531,129.5,130
"AQP7",55,0.985626362608994,0.999999999988552,206,0.99943551170547,0.999999999994531,130.5,206
"PRKX",90,0.993053580933025,0.999999999988552,173,0.998565938762571,0.999999999994531,131.5,173
"JAG1",106,0.994732885948986,0.999999999988552,159,0.998154790210464,0.999999999994531,132.5,159
"COX6C",132,0.996859121895788,0.999999999988552,134,0.996682202489815,0.999999999994531,133,134
"EDN1",140,0.99718976729913,0.999999999988552,128,0.996185593227554,0.999999999994531,134,140
"BMP4",209,0.999193889314358,0.999999999988552,59,0.979874283316496,0.999999999994531,134,209
"SRGN",116,0.995630653787368,0.999999999988552,153,0.997950816424106,0.999999999994531,134.5,153
"LGALS1",59,0.986570683201063,0.999999999988552,210,0.999495991266449,0.999999999994531,134.5,210
"KIAA0040",204,0.999128057968381,0.999999999988552,67,0.983666835150857,0.999999999994531,135.5,204
"MET",200,0.999054580408873,0.999999999988552,74,0.989506248096294,0.999999999994531,137,200
"CALCOCO2",242,0.999578842523004,0.999999999988552,32,0.930169575323794,0.999999999994531,137,242
"INMT",148,0.99759629758442,0.999999999988552,127,0.99617059206285,0.999999999994531,137.5,148
"PMAIP1",180,0.998578692244294,0.999999999988552,101,0.993898456134477,0.999999999994531,140.5,180
"CCN1",173,0.998410906686721,0.999999999988552,109,0.995112490324181,0.999999999994531,141,173
"NDUFB8",197,0.998989128063619,0.999999999988552,88,0.992412062276395,0.999999999994531,142.5,197
"ULK1",186,0.998807510334493,0.999999999988552,100,0.99374104051075,0.999999999994531,143,186
"ISG15",104,0.994615180642795,0.999999999988552,186,0.999023826160402,0.999999999994531,145,186
"GPRC5B",133,0.996902252518472,0.999999999988552,161,0.998208873388656,0.999999999994531,147,161
