"variant","donor","state","gene","PC1","PC2"
"mtDNA_feature_excluded","hoa2","WT","ECRG4",0.000400238522131865,0.000231913955755253
"mtDNA_feature_excluded","hoa2","WT","EDN1",-0.0167570675253345,0.010665810707754
"mtDNA_feature_excluded","hoa2","WT","EDNRB",-0.000863671227901969,0.000753522103859657
"mtDNA_feature_excluded","hoa2","WT","EFNB1",-0.0162300962359828,0.0175652289901828
"mtDNA_feature_excluded","hoa2","WT","EGR1",-0.0326247155195905,-0.0688859793673291
"mtDNA_feature_excluded","hoa2","WT","EGR3",0.0053477394339952,0.012020484082979
"mtDNA_feature_excluded","hoa2","WT","EIF4EBP1",-0.00242212942532784,-0.00349456144222655
"mtDNA_feature_excluded","hoa2","WT","EMCN",0.123882666935256,-0.19387384185498
"mtDNA_feature_excluded","hoa2","WT","EMP3",-0.0172705316515301,0.00887801963689825
"mtDNA_feature_excluded","hoa2","WT","ENG",-0.251258309263217,0.137569892818206
"mtDNA_feature_excluded","hoa2","WT","ERO1B",0.00020896277580813,0.00179701245438139
"mtDNA_feature_excluded","hoa2","WT","F2RL3",-2.24285446658002e-05,5.71492910313152e-05
"mtDNA_feature_excluded","hoa2","WT","F8",0.00935551113526809,0.00808371923461585
"mtDNA_feature_excluded","hoa2","WT","FAM107A",-0.0210388724410683,0.0183963894592988
"mtDNA_feature_excluded","hoa2","WT","FAM184A",0.032112772509261,0.029936910620068
"mtDNA_feature_excluded","hoa2","WT","FAN1",0.0118747963934556,0.0146230292773577
"mtDNA_feature_excluded","hoa2","WT","FBLN2",-0.00890891592096685,0.000811197198067824
"mtDNA_feature_excluded","hoa2","WT","FILIP1",-0.0032978422924788,0.0132688990929252
"mtDNA_feature_excluded","hoa2","WT","FILIP1L",-0.000980669907162749,0.00213875732473426
"mtDNA_feature_excluded","hoa2","WT","FIS1",0.128585488177806,-0.130415307536975
"mtDNA_feature_excluded","hoa2","WT","FKBP8",-0.0117263739875123,-0.024585583550498
"mtDNA_feature_excluded","hoa2","WT","FLT1",0.0364718796329264,0.0324573244022752
"mtDNA_feature_excluded","hoa2","WT","FMO2",0.00918686129046175,0.00547603183986937
"mtDNA_feature_excluded","hoa2","WT","FUT8",-0.02329818682853,0.0176733402155466
"mtDNA_feature_excluded","hoa2","WT","GABARAP",0.00173347973108169,0.000675224850485728
"mtDNA_feature_excluded","hoa2","WT","GABARAPL2",-0.0409764993338033,-0.0543488955066873
"mtDNA_feature_excluded","hoa2","WT","GABPA",0.00612140831617218,0.0025417878921189
"mtDNA_feature_excluded","hoa2","WT","GABRB2",0.0912670527078102,-0.0544843638206091
"mtDNA_feature_excluded","hoa2","WT","GADD45G",-5.63120700390294e-05,-0.00382843121534794
"mtDNA_feature_excluded","hoa2","WT","GBP1",3.28498200533414e-05,-5.60267244803091e-05
"mtDNA_feature_excluded","hoa2","WT","GCNT2",0.00240481326752628,0.0115588658971602
"mtDNA_feature_excluded","hoa2","WT","GIGYF1",0.00109268285357932,0.00112834082674205
