attempt_id,n_oob_case,n_oob_control,n_unique_train,valid,invalid_reason,candidate_auc,candidate_ap,candidate_brier,ma_auc,ma_ap,ma_brier,delta_auc,delta_ap,delta_brier,candidate_best_C,ma_best_C,candidate_n_selected
124,9,3,28,True,,0.925925925925926,0.9765432098765434,0.0817291428236869,0.8518518518518519,0.9467813051146385,0.2456407697779647,0.07407407407407418,0.029761904761904878,-0.1639116269542778,10.0,0.001,8
125,6,4,30,True,,0.7916666666666666,0.8178571428571427,0.12082647766223975,0.75,0.8634920634920634,0.24554587004424352,0.04166666666666663,-0.045634920634920695,-0.12471939238200377,1.0,0.001,9
126,14,4,22,True,,1.0,1.0,0.025133193919924423,0.9464285714285714,0.9846415489272632,0.13162298315483578,0.0535714285714286,0.015358451072736812,-0.10648978923491136,46.41588833612773,0.46415888336127775,11
127,12,3,25,True,,1.0,1.0,0.04656640359146281,0.5555555555555556,0.830725061975062,0.30290147077260055,0.4444444444444444,0.16927493802493798,-0.25633506718113774,1.0,100.0,11
128,11,3,26,True,,1.0,1.0,0.1726332015253007,0.8787878787878789,0.9649678604224059,0.24486580413818565,0.1212121212121211,0.0350321395775941,-0.07223260261288494,0.1,0.001,4
129,14,2,24,True,,1.0,1.0,0.009273832805443668,1.0,1.0,0.24627645632690956,0.0,0.0,-0.2370026235214659,2.154434690031882,0.001,12
130,10,4,26,True,,0.8,0.8813455988455987,0.16219748039827445,0.9,0.9572979797979798,0.2436295769408055,-0.09999999999999998,-0.0759523809523811,-0.08143209654253106,0.1,0.001,3
132,10,3,27,True,,1.0,0.9999999999999999,0.1666375860751656,0.9666666666666668,0.9909090909090909,0.2430005631356707,0.033333333333333215,0.009090909090909038,-0.0763629770605051,0.1,0.001,2
133,10,4,26,True,,0.925,0.9697979797979798,0.07804236909791477,0.825,0.9063455988455987,0.2429534890051254,0.10000000000000009,0.06345238095238104,-0.16491111990721063,100.0,0.001,15
134,12,3,25,True,,1.0,1.0,0.007225535056549571,1.0,1.0,0.24641821895832003,0.0,0.0,-0.23919268390177045,100.0,0.001,13
135,9,3,28,True,,1.0,1.0000000000000002,0.020666082592409613,1.0,1.0000000000000002,0.24436842171803086,0.0,0.0,-0.22370233912562124,100.0,0.001,15
136,10,2,28,True,,0.5,0.7980122655122655,0.2054439517573687,0.75,0.9430122655122654,0.24718341109998046,-0.25,-0.1449999999999999,-0.04173945934261175,0.1,0.001,5
