"Gene","rank_hoa2","p_value_hoa2","adjusted_p_value_hoa2","rank_hoa3","p_value_hoa3","adjusted_p_value_hoa3","mean_rank","max_rank"
"BCL2L1",277,0.999733454836548,0.999999999996351,256,0.999883076870762,0.999999999992947,266.5,277
"INF2",281,0.999792815160625,0.999999999996351,270,0.999956457240758,0.999999999992947,275.5,281
"MFN2",267,0.999508510645949,0.999999999996351,284,0.999987537910599,0.999999999992947,275.5,284
"GABRB2",283,0.999855509177865,0.999999999996351,271,0.999962766116166,0.999999999992947,277,283
"ARL4C",263,0.999441096311517,0.999999999996351,296,0.999999999992792,0.999999999992947,279.5,296
"PINK1",270,0.999576335985215,0.999999999996351,290,0.99999999999151,0.999999999992947,280,290
"LATS2",272,0.999673459409467,0.999999999996351,289,0.999999809530846,0.999999999992947,280.5,289
"MFF",287,0.999932714687573,0.999999999996351,285,0.999988100387517,0.999999999992947,286,287
"PMPCA",279,0.999773111661955,0.999999999996351,293,0.999999999992649,0.999999999992947,286,293
"IFIT2",274,0.999697788451635,0.999999999996351,298,0.999999999992846,0.999999999992947,286,298
"CXCR4",282,0.999854326871696,0.999999999996351,297,0.999999999992835,0.999999999992947,289.5,297
"TLCD2",293,0.999988862419716,0.999999999996351,295,0.999999999992723,0.999999999992947,294,295
"RND3",296,0.999999944316106,0.999999999996351,292,0.999999999992587,0.999999999992947,294,296
"CCN2",300,0.999999999996351,0.999999999996351,299,0.999999999992856,0.999999999992947,299.5,300
