"Gene","rank_hoa2","p_value_hoa2","adjusted_p_value_hoa2","rank_hoa3","p_value_hoa3","adjusted_p_value_hoa3","mean_rank","max_rank"
"AKT1",259,0.999835991915712,0.99999999999946,295,0.99999999999986,0.99999999999986,277,295
"ZEB2",279,0.999947743409671,0.99999999999946,278,0.999942169370832,0.99999999999986,278.5,279
"TLCD2",267,0.999917061809605,0.99999999999946,291,0.999987618499552,0.99999999999986,279,291
"YAP1",272,0.999924356100107,0.99999999999946,289,0.999975330036416,0.99999999999986,280.5,289
"RELA",268,0.999919375788424,0.99999999999946,294,0.999999999999652,0.99999999999986,281,294
"MT1E",280,0.999950347714743,0.99999999999946,285,0.999970560931591,0.99999999999986,282.5,285
"ARL4C",273,0.99992639573093,0.99999999999946,292,0.999989547645523,0.99999999999986,282.5,292
"MFN1",282,0.999967534777856,0.99999999999946,284,0.99996972311346,0.99999999999986,283,284
"TSC1",290,0.99999204675593,0.99999999999946,276,0.999939982966551,0.99999999999986,283,290
"SLC5A3",294,0.999999999999196,0.99999999999946,275,0.999935391652919,0.99999999999986,284.5,294
"IRF7",293,0.99999928460202,0.99999999999946,281,0.999957310683389,0.99999999999986,287,293
"THBS1",285,0.999971825329293,0.99999999999946,290,0.999975655860538,0.99999999999986,287.5,290
